,title,lat,lng,price,link,time,duration,address,neighborhood,points,obs,category,mail
8,Montmartre,48.88662,2.338907,0,/RestaurantsNear-g187147-d189284-Montmartre-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 18th Arr. - Buttes-Montmartre,"19,849","#14 of 3,296 things to do in Paris",Neighborhoods • Historic Walking Areas,
9,Seine River,48.858776,2.335496,54.73,/RestaurantsNear-g187147-d189683-Seine_River-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 6th Arr. - Luxembourg,"25,549","#11 of 3,296 things to do in Paris",Bodies of Water,
10,Luxembourg Gardens,48.84615,2.337203,0,http://en.parisinfo.com/paris-museum-monument/71393/Jardin-du-Luxembourg,7:30 AM - 4:30 PM,02:30:00,"Rue de Médicis Rue de Vaugirard, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,"34,990","#4 of 3,296 things to do in Paris",Parks • Gardens,Visit websiteCall
11,Basilique du Sacre-Coeur de Montmartre,48.886703,2.343081,0,http://www.sacre-coeur-montmartre.com/english/,8:30 AM - 8:00 PM,01:30:00,"35 Rue du Chevalier-De-La-Barre, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,"38,754","#10 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCallEmail
12,Musée Rodin,48.855587,2.315836,15.23,http://www.musee-rodin.fr/,10:00 AM - 6:30 PM,01:30:00,"79 rue de Varenne close to Bois de Boulogne, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,"12,498","#7 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
13,Le Marais,48.85879,2.358595,0,tel:%2B33%209%2052%2089%2024%2005,404,01:30:00,"Le Marais 3e Arrondissement, 75003 Paris France",Neighborhood: Saint-Gervais,"12,793","#9 of 3,296 things to do in Paris",Neighborhoods,Call
14,Panthéon,48.846222,2.346414,0,http://www.pantheon.monuments-nationaux.fr/en/,10:00 AM - 6:00 PM,02:30:00,"Place du Pantheon, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,"4,504","#72 of 3,296 things to do in Paris",Monuments & Statues • Churches & Cathedrals,Visit websiteCall
15,Musee Marmottan Monet,48.85925,2.267404,32.60,https://www.marmottan.fr/,10:00 AM - 6:00 PM,01:30:00,"2 rue Louis Boilly 16th Arrondissement, 75016 Paris France",Neighborhood: 16th Arr. - Passy,"3,977","#25 of 3,296 things to do in Paris",Art Museums,Visit websiteCallEmail
16,Saint Germain des Pres Quarter,48.85398,2.33426,0,http://www.patrickroger.com,404,01:30:00,"Place St-Germain-des-Pres, 75006 Paris France",Neighborhood: Saint-Germain-des-Prés,"6,802","#32 of 3,296 things to do in Paris",Neighborhoods • Architectural Buildings • Religious Sites,Visit websiteCall
17,Jardin des Tuileries,48.863255,2.327549,0,http://de.parisinfo.com/museen-sehenswurdigkeiten-paris/71304/Jardin-des-Tuileries,7:00 AM - 9:30 PM,02:30:00,"Jardin des Tuileries pl. de la Concorde, rue de Rivoli, 75058 Paris France",Neighborhood: Louvre / Palais-Royal,"7,558","#60 of 3,296 things to do in Paris",Gardens,Visit website
18,Musee de l’Armee des Invalides,48.856712,2.312655,0,http://www.musee-armee.fr/accueil.html,10:00 AM - 6:00 PM,01:30:00,"129 rue de Grenelle Hotel National des Invalides, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,"6,746","#57 of 3,296 things to do in Paris",Military Museums,Visit websiteCall
19,Latin Quarter,48.851433,2.343172,0,http://www.parisinfo.com/transports/73228/Quartier-Latin,12:00 AM - 11:59 PM,03:00:00,404,Neighborhood: 5th Arr. - Panthéon,"4,036","#55 of 3,296 things to do in Paris",Neighborhoods • Historic Walking Areas,Visit website
20,Parc des Buttes-Chaumont,48.87691,2.3811,0,http://equipement.paris.fr/parc-des-buttes-chaumont-1757,7:00 AM - 10:00 PM,01:30:00,"1 rue Botzaris, 75019 Paris France",Neighborhood: Belleville / Père Lachaise,"2,069","#21 of 3,296 things to do in Paris",Parks,Visit websiteCall
21,Atelier des Lumières,48.861656,2.38077,0,http://www.atelier-lumieres.com/,10:00 AM - 7:00 PM,01:00:00,"38 rue Saint Maur, 75011 Paris France",Neighborhood: Saint-Ambroise,"2,284","#63 of 3,296 things to do in Paris",Speciality Museums • Art Museums,Visit websiteCall
22,Pont Alexandre III,48.86395,2.31359,0,/RestaurantsNear-g187147-d265614-Pont_Alexandre_III-Paris_Ile_de_France.html,404,01:00:00,"Pont Alexandre III Quai d'Orsay, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,"17,290","#5 of 3,296 things to do in Paris",Points of Interest & Landmarks • Bridges,
23,Galeries Lafayette Paris Haussmann,48.873596,2.33215,0,http://haussmann.galerieslafayette.com/,11:00 AM - 6:00 PM,02:30:00,"40 Boulevard Haussmann, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,"7,210","#109 of 3,296 things to do in Paris",Department Stores,Visit websiteCallEmail
24,Observatoire Panoramique de la Tour Montparnasse,48.84234,2.321686,0,http://www.tourmontparnasse56.com/fr,11:00 AM - 10:30 PM,01:30:00,"33 avenue du Maine, 75015 Paris France",Neighborhood: Montparnasse,"5,608","#69 of 3,296 things to do in Paris",Observation Decks & Towers,Visit websiteCallEmail
25,Musee du Parfum - Fragonard,48.871548,2.329171,0,http://musee-parfum-paris.fragonard.com/,404,01:00:00,"3 Square de l Opera Louis Jouvet, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,"1,076","#28 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
26,Place des Vosges,48.855614,2.365553,0,http://en.parisinfo.com/transport/73189/Place-des-Vosges,12:00 AM - 11:59 PM,01:30:00,"Place des Vosges 4th Arrondissement, 75004 Paris France",Neighborhood: Le Marais,"5,671","#40 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
27,Fondation Louis Vuitton,48.876637,2.26341,0,http://www.fondationlouisvuitton.fr,11:00 AM - 8:00 PM,02:30:00,"8 avenue du Mahatma Gandhi, 75116 Paris France",Neighborhood: 16th Arr. - Passy,"4,665","#143 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
28,Père-Lachaise Cemetery,48.861015,2.395581,0,http://www.paris.fr/perelachaise,9:00 AM - 5:30 PM,01:30:00,"8 Boulevard de Menilmontant, 75020 Paris France",Neighborhood: Belleville / Père Lachaise,"6,657","#62 of 3,296 things to do in Paris",Points of Interest & Landmarks • Cemeteries,Visit websiteCallEmail
29,Musée des Arts Forains,48.83286,2.389144,0,http://www.arts-forains.com/,404,01:30:00,"53 avenue des Terroirs de France, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,"1,436","#18 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
30,Musee Jacquemart-Andre,48.87542,2.31048,0,http://www.musee-jacquemart-andre.com,10:00 AM - 6:00 PM,02:30:00,"158 boulevard Haussmann, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,"3,998","#92 of 3,296 things to do in Paris",Art Museums,Visit websiteCallEmail
31,Musee du quai Branly - Jacques Chirac,48.86093,2.297663,0,http://www.quaibranly.fr,10:30 AM - 7:00 PM,02:30:00,"37 quai Branly, 75007 Paris France",Neighborhood: Gros-Caillou,"2,996","#67 of 3,296 things to do in Paris",Speciality Museums • Art Museums,Visit websiteCallEmail
32,Petit Palais,48.866085,2.314753,0,http://www.petitpalais.paris.fr,10:00 AM - 6:00 PM,02:30:00,"Avenue Winston-Churchill, 75008 Paris France",Neighborhood: Champs-Élysées,"2,304","#49 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
33,Ile Saint-Louis,48.851875,2.356904,0,http://www.tripsavvy.com/paris-neighborhoods-ile-saint-louis-1517738,404,01:30:00,"44 rue Saint Louis en L Ile, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,"4,778","#35 of 3,296 things to do in Paris",Neighborhoods • Points of Interest & Landmarks • Islands,Visit websiteCallEmail
34,Musee Nissim de Camondo,48.878952,2.312497,0,http://www.lesartsdecoratifs.fr/francais/nissim-de-camondo/,10:00 AM - 5:30 PM,01:30:00,"63 rue de Monceau, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,"1,958","#17 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
35,Dalí Paris,48.88646,2.339947,0,http://www.daliparis.com,10:00 AM - 6:00 PM,01:30:00,"11, rue Poulbot, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,999,"#96 of 3,296 things to do in Paris",Art Galleries • Speciality Museums • Art Museums,Visit websiteCallEmail
36,Chapelle Notre Dame de la Medaille Miraculeuse,48.85096,2.32374,0,http://www.chapellenotredamedelamedaillemiraculeuse.com/,"7:45 AM - 1:00 PM, 2:30 PM - 7:00 PM",01:30:00,"140 rue du Bac, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,"1,964","#26 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
37,Champs-Elysees,48.869648,2.308196,0,/RestaurantsNear-g187147-d209760-Champs_Elysees-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:30:00,"Avenue des Champs Elysees, 75008 Paris France",Neighborhood: Champs-Élysées,"21,453","#16 of 3,296 things to do in Paris",Points of Interest & Landmarks • Historic Walking Areas,
38,Towers of Notre-Dame Cathedral,48.85312,2.35072,0,https://tourisme.monuments-nationaux.fr/en/Buy-your-tickets/Tickets/Tours-de-la-cathedrale-Notre-Dame-de-Paris,404,01:30:00,"Rue du Cloitre Notre-Dame, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,"8,533","#30 of 3,296 things to do in Paris",Historic Sites • Architectural Buildings • Churches & Cathedrals,Visit websiteCallEmail
39,Musee des Arts et Metiers,48.866287,2.355421,0,http://www.arts-et-metiers.net/musee/visitor-information,10:00 AM - 6:00 PM,01:30:00,"60 rue Reaumur, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,"1,142","#56 of 3,296 things to do in Paris",Speciality Museums • Science Museums,Visit websiteCallEmail
40,Hôtel de Ville,48.85668,2.35157,0,https://en.parisinfo.com/paris-museum-monument/71544/Hotel-de-Ville-de-Paris,404,01:00:00,"Place de l'Hôtel de Ville Entrée au 5 rue Lobeau ou au 29 rue de Rivoli, 75004 Paris France",Neighborhood: Le Marais,"1,514","#82 of 3,296 things to do in Paris",Historic Sites • Points of Interest & Landmarks • Government Buildings,Visit website
41,Île de la Cité,48.85564,2.34534,0,http://www.experience-privee.com/city/Paris/Ile-de-la-Cite,404,01:30:00,"Ile de la Cité, 75001 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,"5,312","#31 of 3,296 things to do in Paris",Neighborhoods • Historic Walking Areas • Islands,Visit websiteCall
42,Parc Monceau,48.88036,2.3088,0,http://m.equipement.paris.fr/parc-monceau-1804,7:00 AM - 10:00 PM,01:30:00,"35 boulevard de Courcelles, 75008 Paris France",Neighborhood: L'Europe,"1,024","#65 of 3,296 things to do in Paris",Parks,Visit website
43,Centre Pompidou,48.860622,2.352234,0,http://www.centrepompidou.fr,11:00 AM - 9:00 PM,02:30:00,"Place Georges Pompidou, 75004 Paris France",Neighborhood: 4th Arr. - Hôtel-de-Ville,"6,089","#130 of 3,296 things to do in Paris",Architectural Buildings • Art Museums,Visit websiteCall
44,Le Bon Marché Rive Gauche,48.85083,2.324231,0,http://www.24s.com,11:00 AM - 7:45 PM,02:30:00,"24 rue de Sevres, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,"1,268","#87 of 3,296 things to do in Paris",Department Stores,Visit websiteCallEmail
45,Musee de Montmartre,48.88788,2.340689,0,http://www.museedemontmartre.fr,11:00 AM - 7:00 PM,01:30:00,"12 rue Cortot, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,866,"#64 of 3,296 things to do in Paris",Speciality Museums • History Museums,Visit websiteCallEmail
46,Bastille Market,48.856148,2.37042,0,http://equipement.paris.fr/marche-bastille-5477,7:00 AM - 3:00 PM,01:00:00,"Boulevard Richard Lenoir, 75011 Paris France",Neighborhood: Bastille / Oberkampf,702,"#54 of 3,296 things to do in Paris",Flea & Street Markets,Visit websiteCallEmail
47,Rue Montorgueil,48.86383,2.34648,0,http://www.paristoric.com/index.php/transports-et-voirie/rues/2211-la-rue-montorgueil,12:00 AM - 11:59 PM,01:30:00,"Rue Montorgueil, 75001 Paris France",Neighborhood: Les Halles,720,"#51 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
48,Le Trocadero et son esplanade,48.86247,2.28796,0,http://www.parisinfo.com/transports/73168/Le-Trocadero-et-son-esplanade,404,01:00:00,"Place du Trocadéro et du 11 Novembre, 75016 Paris France",Neighborhood: 16th Arr. - Passy,"6,307","#46 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
49,Place de la Concorde,48.86577,2.321118,0,http://www.parisinfo.com/transports/90907/Place-de-la-Concorde,12:00 AM - 11:59 PM,01:30:00,"Place de la Concorde, 75008 Paris France",Neighborhood: Champs-Élysées,"3,345","#107 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
50,La Madeleine,48.870033,2.324556,0,http://www.eglise-lamadeleine.com/,404,01:30:00,"Place de la Madeleine, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,"2,235","#84 of 3,296 things to do in Paris",Historic Sites • Points of Interest & Landmarks • Architectural Buildings • Churches & Cathedrals,Visit websiteCall
51,Luxembourg Palace,48.84919,2.33645,0,http://www.senat.fr/,7:00 AM - 11:00 PM,01:00:00,"15 rue de Vaugirard 6th Arrondissement, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,"1,190","#47 of 3,296 things to do in Paris",Points of Interest & Landmarks • Architectural Buildings,Visit websiteCall
52,Stade Roland Garros,48.847305,2.246462,0,http://www.rolandgarros.com,404,01:30:00,404,Neighborhood: 16th Arr. - Passy,846,"#94 of 3,296 things to do in Paris",Historic Sites • Arenas & Stadiums,Visit websiteCall
53,Coulée Verte René-Dumont,48.849327,2.371691,0,http://en.parisinfo.com/paris-museum-monument/71237/Coulee-verte-Rene-Dumont,7:30 AM - 8:30 PM,01:30:00,"1 Coulee Verte Rene-Dumont Gare de Lyon - Bercy, 75012 Paris France",Neighborhood: Bastille / Oberkampf,904,"#41 of 3,296 things to do in Paris",Parks • Gardens,Visit website
54,Saint-Sulpice,48.85082,2.33556,0,http://pss75.fr/saint-sulpice-paris/,7:30 AM - 7:30 PM,01:30:00,"2 rue Palatine, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,"1,274","#81 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
55,Mouffetard Market,48.83983,2.34983,0,http://www.rue-mouffetard.com/market.html,12:00 AM - 11:59 PM,01:30:00,"139 rue Mouffetard, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,650,"#76 of 3,296 things to do in Paris",Flea & Street Markets,Visit website
56,Musee des Arts Decoratifs,48.863216,2.333056,0,http://www.lesartsdecoratifs.fr,11:00 AM - 6:00 PM,03:00:00,"107 rue de Rivoli, 75058 Paris France",Neighborhood: Louvre / Palais-Royal,"1,136","#126 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
57,Place Vendome,48.86767,2.32905,0,http://en.parisinfo.com/transport/90844/Place-Vendome,12:00 AM - 11:59 PM,01:30:00,"Place Vendôme, 75001 Paris France",Neighborhood: 1st Arr. - Louvre,"1,128","#105 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
58,Musee Picasso-Paris,48.85965,2.362491,0,http://www.museepicassoparis.fr,10:30 AM - 6:00 PM,01:30:00,"5 rue de Thorigny Hôtel Salé, Marais, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,"2,823","#204 of 3,296 things to do in Paris",Speciality Museums • Art Museums,Visit websiteCallEmail
59,Domaine National du Palais-Royal,48.864067,2.337309,0,http://palais-royal.monuments-nationaux.fr/en/,7:30 AM - 8:00 PM,01:30:00,"8 rue de Montpensier, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,568,"#83 of 3,296 things to do in Paris",Historic Sites • Points of Interest & Landmarks • Architectural Buildings,Visit websiteCallEmail
60,Marche d'Aligre,48.848953,2.378175,0,http://www.parisinfo.com/shopping/93225/Marche-Beauvau-Marche-d-Aligre,7:30 AM - 2:30 PM,01:30:00,"Place d'Aligre, 75011 Paris France",Neighborhood: Quinze-Vingts,384,"#95 of 3,296 things to do in Paris",Flea & Street Markets,Visit websiteCallEmail
61,Rue Cler,48.85914,2.30527,0,/RestaurantsNear-g187147-d190512-Rue_Cler-Paris_Ile_de_France.html,404,01:30:00,"Rue Cler near Eiffel Tower, 75007 Paris France",Neighborhood: Gros-Caillou,720,"#97 of 3,296 things to do in Paris",Points of Interest & Landmarks • Flea & Street Markets,
62,Quartier Montparnasse,48.84218,2.322006,0,https://www.parisinfo.com/transports/73171/Quartier-de-Montparnasse,404,01:30:00,404,Neighborhood: Montparnasse,"1,187","#98 of 3,296 things to do in Paris",Neighborhoods,Visit websiteCall
63,Jardin du Palais Royal,48.86494,2.337792,0,http://palais-royal.monuments-nationaux.fr/en/,404,01:30:00,"6 rue de Montpensier, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,719,"#53 of 3,296 things to do in Paris",Gardens,Visit websiteCallEmail
64,Conciergerie,48.85608,2.34615,0,http://www.paris-conciergerie.fr,9:30 AM - 6:00 PM,01:30:00,"2 boulevard du Palais, 75001 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,"2,165","#179 of 3,296 things to do in Paris",Historic Sites • Points of Interest & Landmarks,Visit websiteCallEmail
65,Grande Galerie de l'Évolution,48.85057,2.342787,0,http://www.jardindesplantesdeparis.fr/fr/programme/galeries-jardins-zoo-bibliotheques/grande-galerie-levolution-2763,10:00 AM - 6:00 PM,01:30:00,"36 St Geoffroy Saint Hilaire Jardin des Plantes, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,643,"#121 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
66,1st Arrondissement,48.863052,2.330814,0,/RestaurantsNear-g187147-d6642124-1st_Arrondissement-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:30:00,"Entre Rues Etienne Marcel, des Petits Champs, Daniele Casanova, des Capucines et Quais des Tuileries, Francois Miterrand, du Louvre, de La Megisserie, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,"1,018","#20 of 3,296 things to do in Paris",Neighborhoods,
67,Mémorial De La Shoah,48.85493,2.356014,0,http://www.memorialdelashoah.org/,10:00 AM - 6:00 PM,01:30:00,"17 rue Geoffroy L Asnier, 75004 Paris France",Neighborhood: Saint-Gervais,"1,175","#29 of 3,296 things to do in Paris",History Museums,Visit websiteCallEmail
68,National Museum of Natural History,48.841717,2.356529,0,http://www.mnhn.fr,Closed until further notice,01:30:00,"57 rue Cuvier, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,"1,300","#131 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
69,Musee National des Arts Asiatiques - Guimet,48.865265,2.293736,0,http://www.guimet.fr,10:00 AM - 6:00 PM,01:30:00,"6 Place D Iena, 75116 Paris France",Neighborhood: 16th Arr. - Passy,972,"#61 of 3,296 things to do in Paris",Art Museums,Visit websiteCallEmail
70,59 Rivoli,48.85923,2.34566,0,www.59rivoli.org,1:00 PM - 8:00 PM,01:30:00,"59 rue de Rivoli, 75001 Paris France",Neighborhood: 1st Arr. - Louvre,216,"#34 of 3,296 things to do in Paris",Points of Interest & Landmarks • Architectural Buildings • Monuments & Statues,Visit website
71,Parc de Bagatelle,48.87064,2.246309,0,https://en.parisinfo.com/paris-museum-monument/71636/Parc-de-Bagatelle-Jardin-botanique-de-Paris,404,01:30:00,"Bois de Boulogne - Route de Sevres a Neuilly, 75016 Paris France",Neighborhood: 16th Arr. - Passy,346,"#36 of 3,296 things to do in Paris",Parks,Visit website
72,Parc Montsouris,48.82446,2.33985,0,http://en.parisinfo.com/paris-museum-monument/71218/Parc-Montsouris,8:00 AM - 5:45 PM,01:00:00,"2 rue Gazan, 75014 Paris France",Neighborhood: Parc-de-Montsouris,437,"#39 of 3,296 things to do in Paris",Parks,Visit websiteCall
73,La Defense,48.89657,2.23578,0,http://www.parisinfo.com/transports/73252/Paris-La-Defense,404,01:30:00,"Parvis de la Défense Bairro, 92400 Paris France",404,"1,586","#139 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
74,Parc des Princes,48.842224,2.251819,0,http://www.psg.fr,404,01:30:00,"24 Rue Claude Farrere, 75016 Paris France",Neighborhood: 16th Arr. - Passy,797,"#116 of 3,296 things to do in Paris",Arenas & Stadiums,Visit websiteCall
75,7ème Arrondissement,48.853886,2.313162,0,/RestaurantsNear-g187147-d188146-7eme_Arrondissement-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Tour Eiffel / Invalides,270,"#24 of 3,296 things to do in Paris",Neighborhoods,
76,Église Saint-Étienne-du-Mont de Paris,48.84653,2.34773,0,http://www.saintetiennedumont.fr,"8:45 AM - 12:15 PM, 2:00 PM - 7:45 PM",01:30:00,"6 Place Sainte Genevieve, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,852,"#33 of 3,296 things to do in Paris",Points of Interest & Landmarks • Churches & Cathedrals,Visit websiteCall
77,Jardin des Plantes,48.84527,2.361019,0,http://www.jardindesplantesdeparis.fr/,8:00 AM - 5:30 PM,01:00:00,"57 rue Cuvier 2 place Valhubert, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,"1,766","#123 of 3,296 things to do in Paris",Zoos • Gardens,Visit websiteCallEmail
78,Le musee gourmand du chocolat - Choco-Story,48.8704,2.349953,0,http://www.museeduchocolat.fr,10:00 AM - 6:00 PM,01:30:00,"28 boulevard de Bonne Nouvelle, 75010 Paris France",Neighborhood: Porte-Saint-Denis,543,"#165 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
79,Musée Yves Saint Laurent,48.86571,2.299483,0,https://www.facebook.com/museeyslparis/,11:00 AM - 6:00 PM,01:30:00,"5 avenue Marceau, 75116 Paris France",Neighborhood: 16th Arr. - Passy,322,"#147 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
80,Cimetière de Montmartre,48.888126,2.329895,0,http://equipement.paris.fr/cimetiere-de-montmartre-5061,8:00 AM - 5:30 PM,01:30:00,"20 avenue Rachel, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,651,"#80 of 3,296 things to do in Paris",Points of Interest & Landmarks • Cemeteries,Visit websiteCall
81,Pont-Neuf,48.857212,2.341336,0,/RestaurantsNear-g187147-d191012-Pont_Neuf-Paris_Ile_de_France.html,404,01:00:00,"Ile de la Cite, 75001 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,"1,226","#103 of 3,296 things to do in Paris",Points of Interest & Landmarks • Bridges,
82,Église Saint-Eustache,48.863426,2.344981,0,http://www.saint-eustache.org,9:00 AM - 7:15 PM,01:00:00,"2 impasse Saint Eustache, 75001 Paris France",Neighborhood: Les Halles,719,"#45 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCallEmail
83,Musee Maillol,48.854805,2.324872,0,http://www.museemaillol.com/,10:30 AM - 6:30 PM,01:30:00,"61 rue de Grenelle, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,439,"#118 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
84,Musee Gustave Moreau,48.878292,2.335263,0,http://www.musee-moreau.fr/,10:00 AM - 5:15 PM,01:30:00,"14 rue de la Rochefoucauld, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,376,"#101 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
85,Musee Bourdelle,48.84312,2.31863,0,http://bourdelle.paris.fr,10:00 AM - 6:00 PM,01:30:00,"18 rue Antoine Bourdelle 15e, 75015 Paris France",Neighborhood: Montparnasse,338,"#38 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
86,Institut du Monde Arabe,48.84899,2.356948,0,http://www.imarabe.org/,11:00 AM - 7:00 PM,02:30:00,"1 rue des Fosses Saint Bernard, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,"1,018","#187 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
87,Abbaye de Saint-Germain-des-Pres,48.85403,2.33367,0,http://www.eglise-sgp.org/,8:30 AM - 8:00 PM,01:30:00,"3 Place Saint Germain des Pres, 75006 Paris France",Neighborhood: Saint-Germain-des-Prés,401,"#85 of 3,296 things to do in Paris",Religious Sites • Churches & Cathedrals,Visit websiteCallEmail
88,Bois de Vincennes,48.8347,2.40939,0,http://www.paris.fr/equipements/bois-de-vincennes-6598,404,01:30:00,"293 avenue Dausmenil, 75012 Paris France",Neighborhood: Bercy / Nation,380,"#100 of 3,296 things to do in Paris",Parks,Visit websiteCall
89,Palais de Chaillot,48.86231,2.288144,0,http://www.parisinfo.com/musee-monument-paris/118358/Palais-de-Chaillot,404,01:30:00,"1 Pl Trocadero Et du 11 Novembre, 75116 Paris France",Neighborhood: 16th Arr. - Passy,435,"#71 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
90,La Butte Aux Cailles,48.827744,2.35006,0,/RestaurantsNear-g187147-d5510160-La_Butte_Aux_Cailles-Paris_Ile_de_France.html,404,02:30:00,"Rue de la Butte Aux Cailles, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,201,"#68 of 3,296 things to do in Paris",Points of Interest & Landmarks • Scenic Walking Areas,
91,Place Dauphine,48.85654,2.342508,0,/RestaurantsNear-g187147-d314455-Place_Dauphine-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Ile de la Cité / Ile Saint-Louis,270,"#78 of 3,296 things to do in Paris",Points of Interest & Landmarks,
92,Memorial des Martyrs de la Deportation,48.851875,2.352404,0,http://www.cheminsdememoire.gouv.fr/en/memorial-des-martyrs-de-la-deportation,10:00 AM - 5:00 PM,01:30:00,"Square de l'Ile de France, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,387,"#37 of 3,296 things to do in Paris",Historic Sites • Points of Interest & Landmarks,Visit websiteCall
93,6th Arrondissement,48.84852,2.335304,0,/RestaurantsNear-g187147-d6642134-6th_Arrondissement-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 6th Arr. - Luxembourg,235,"#27 of 3,296 things to do in Paris",Neighborhoods,
94,Quartier de l'Opéra,48.87075,2.332826,0,https://en.parisinfo.com/transport/73227/Quartier-de-l-Opera,404,01:30:00,"Place de l'Opéra, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,325,"#86 of 3,296 things to do in Paris",Neighborhoods,Visit website
95,Musee d'Art Moderne de Paris,48.864773,2.297291,0,http://www.mam.paris.fr/,10:00 AM - 6:00 PM,01:30:00,"11 avenue du President Wilson, 75116 Paris France",Neighborhood: 16th Arr. - Passy,706,"#113 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
96,Jardin des Serres d'Auteuil,48.84641,2.252789,0,http://www.paris.fr/equipements/jardin-des-serres-d-auteuil-1780,9:00 AM - 5:00 PM,01:30:00,"3 avenue de la Porte D Auteuil Square des Poetes, 1 Avenue Gordon Bennett, 75016 Paris France",Neighborhood: 16th Arr. - Passy,151,"#127 of 3,296 things to do in Paris",Parks,Visit websiteCall
97,Tour Saint-Jacques,48.85787,2.34984,0,http://www.desmotsetdesarts.com/offres/visites-guidees-paris/visite-de-la-tour-saint-jacques,404,01:30:00,404,Neighborhood: 4th Arr. - Hôtel-de-Ville,432,"#93 of 3,296 things to do in Paris",Points of Interest & Landmarks • Observation Decks & Towers,Visit websiteCall
